,Doc_ID,Name,descriptions,titles,date,source,citations,Location,loc
177,177,qi wei,qi wei leads biomechanics lab volgenau school engineering george mason university lab research focuses developing applying computational models study disorders oculomotor system musculoskeletal system using advanced biomechanical model ocular motor plant lab examines coordination extra ocular muscles well biomechanics strabismus lab recently funded r01 grant national eye institute national institutes health collaboration joseph demer ucla matt tresch northwestern university wil joiner university california davis ongoing projects include ultrasound imaging biomechanical modeling pelvic floor structures biomechanical analysis rat hindlimb motor control biomechanics professional dancers machine learning control strategies robotic systems high school stem education,,,,,CEC Website,CEC Website qi wei
178,178,qiang zeng,dr qiang zeng associate professor department computer science george mason university received phd computer science engineering penn state university 2014 main research interest computer systems security focus internet things mobile computing also works trustworthy deep learning publishes papers oakland ccs usenix security ndss mobicom mobisys recipient nsf career award,,,,,CEC Website,CEC Website qiang zeng
179,179,qiliang li,qiliang li research focused semiconductor device technology nanoelectronics intelligent sensing systems became faculty member george mason university 2007 prior joining mason scientist semiconductor electronics division national institute standards technology nist working advanced cmos devices nanoelectronics distinguished virginia microelectronics consortium vmec chair professor george mason university qiliang li received ph electrical computer engineering north carolina state university 2004 2004 2007 scientist semiconductor electronics division nist gaithersburg md involved fabrication characterization simulation advanced cmos nanoelectronics materials devices august 2007 joined faculty george mason university assistant professor promoted tenured associate professor 2012 professor 2017 department electrical computer engineering guest scientist nist working mason professor prof li received honor virginia microelectronics consortium vmec professorship 2007 currently distinguished vmec chair professor mason received nsf career award 2009 research nanowire field effect transistors memory received mason emerging researcher scholar creator award 2011 school engineering rising star 2012 currently working nanoelectronics logics memory sensors 2d electronics topological insulators wide band gap semiconductors published 150 technical papers 7 u patents prof li currently serves vice chair electronics photonics division electrochemical society executive member virginia microelectronics consortium operation committee senior member ieee leading local ieee council activity,,,,,CEC Website,CEC Website qiliang li
180,180,rajesh ganesan,operations research deals application advanced mathematics computational methods help make better decisions involving large complex systems many uses operations research one difficult problems rajesh ganesan investigates sequential decision making problems uncertainty operations research applications include decision making cybersecurity defense health care air traffic management ganesan focuses research center secure information systems dynamic allocation cybersecurity analyst resource detect intrusions maintain desirable level operational effectiveness one recent papers provided framework establishing maintaining effective cybersecurity analyst workforce minimize cybersecurity risk health care research work addresses important public policy ethical problem among waiting selected liver transplant minimizing geographical disparity access livers also extending organ life recent paper ganesan explored use fundamental reinforcement learning rl model determining convoy schedules route clearance assignments light attack dangers faced transportation networks improvised explosive device ied attacks common exigent need timely solution dangerous enduring problem faced us military personnel ganesan research offered opportunities meaningful improvements safety convoys using rl algorithms research could one day applied safety risk management processes civilian environment center air transportation systems research catsr ganesan research focused air traffic management issues minimizing taxi waiting time busy airports work important due huge economic impact delayed cancelled flights stakeholders air transportation industry mason catsr founded 2003 air transportaion laboratory provides program cutting edge research development education area modern air transportation management,,,,,CEC Website,CEC Website rajesh ganesan
181,181,ran ji,ran ji assistant professor department system engineering operations research mason ran ji teaching data analytics engineering program important ran ji students leave classroom fundamental knowledge data visual analytics methodologies tools prepare great assets future employers two goals motivate teaching philosophy 1 helping students understand data visual analytics concepts models 2 fostering students practical skills hands experiences state art statistical visualization tools ran ji research focuses stochastic optimization distributionally robust optimization chance constrained programming uncertainty quantification data driven decision making specifically ji research goals include tackling optimization problems uncertainty via mathematical programming application areas interest include financial risk modeling portfolio optimization supply chain risk analytics inventory production planning statistical learning data mining,,,,,CEC Website,CEC Website ran ji
182,182,rao v mulpuri,rao mulpuri main areas research include semiconductor materials device processing present working chemical sensors germanium doping ion implantation joined gmu september 1984 became professor electrical computer engineering september 1993 past also served program director national science foundation,,,,,CEC Website,CEC Website rao v mulpuri
183,183,ray hong,ray hong assistant professor department information sciences technology george mason university earned phd human centered design engineering university washington mason directs alignment lab lab ultimate aim amplify people capability interacting machine learning ml ai derive better decisions job performance professional tasks research domains include interactive data annotation steerable deep neural networks human ai collaboration,,,,,CEC Website,CEC Website ray hong
184,184,remi veneziano,rémi veneziano joined department bioengineering fall 2018 veneziano currently focusing research designing synthesizing new composite nanomaterials combining structured 3d dna nanoparticles proteins lipids lab using constructs investigate fundamental questions role biomacromolecules nanoscale organization cell membrane interaction events veneziano previously postdoctoral associate department biological engineering mit supervision prof mark bathe made important contributions field dna nanotechnology notably participated development new class 3d dna nanostructures biomedical applications developed method large scale production long single stranded dna scaffold obtained phd 2013 montpellier university france research translocation proteins across model lipid bilayers,,,,,CEC Website,CEC Website remi veneziano
185,185,riki morikawa,riki morikawa associate professor department information sciences technology former executive manager within intelligence community extensive background working political technical issues facing today governments major focus interests include wireless communications data networks morikawa earned phd information technology george mason university mba george washington university bs electrical engineering university colorado boulder,,,,,CEC Website,CEC Website riki morikawa
186,186,robert handler,robert handler received phd mechanics university minnesota 1980 recently professor mechanical engineering texas university previous research mechanical engineer u naval research laboratory nrl washington c head fluid dynamics section remote sensing division throughout career dr handler actively involved study turbulent fluid flows main achievement area uncover fundamental structure turbulent flows near surfaces ships jet aircraft puzzling phenomenon drag reduction associated injection small amounts polymer turbulent flows liquids major focus work collaborators first simulate phenomenon using advanced computational methods knowledge might used future design optimal drag reducing agents resulting significant energy savings general dr handler gets greatest pleasure trying understand phenomena currently poorly understood counterintuitive along lines recently received nsf grant study puzzling phenomenon fluid turbulence appearing low speed flows caused fluid elasticity also gets great enjoyment teaching undergraduates strange behavior exhibited fluids motion,,,,,CEC Website,CEC Website robert handler
187,187,robert osgood,robert osgood bob engineer c p 26 year veteran fbi computer forensics examiner technically trained special agent specialties include digital forensics data intercept cyber crime enterprise criminal organizations espionage counter terrorism course work performed digital forensics research development created unique new software tools computer forensic law enforcement also employed project director mantech international corp working computer forensic intrusion analysis division formed first fbi computer forensics squad 2000 served chief fbi digital media exploitation unit part team executed first court authorized digital computer intercept mr osgood managed deployed washington c gunshot detection system bob teaches digital media forensics network forensics incident response fraud analytics taught digital forensics cybercrime internationally bob certified public accountant treasurer mid atlantic chapter high technology crime investigation association htcia member infragard cyber special interest group mason representative northern virginia technology council nvtc data analytics subcommittee bob one original designers computer forensics program mason research interests computer forensics,,,,,CEC Website,CEC Website robert osgood
188,188,robert pettit,robert pettit joining gmu full time 30 years industry specialties real time embedded software critical systems model based software engineering recently east coast lead spaceflight software mission assurance aerospace corporation research interests software engineering software design real time embedded software mission critical software spaceflight softwaredegrees phd computer science george mason university 2003,,,,,CEC Website,CEC Website robert pettit
189,189,rochelle jones,important rochelle jones students leave classroom fundamental knowledge systems engineering methodologies tools prepare valuable assets future employers three main goals motivate philosophy teaching systems engineering 1 students understanding systems engineering foundational concepts 2 helping students become big picture viewers looking system part bigger system 3 fostering students communication skills ability work collaboratively aid becoming successful professional engineers rochelle jones systems engineer program manager lockheed martin 14 years primary research interests areas distance education mobile learning jones research centered mobile learning emerging distributed education technologies specifically methods enhance user experience use mobile devices human engineering principles aside academic professional endeavors mentored middle high school aged girls regarding pursuing education career goals,,,,,CEC Website,CEC Website rochelle jones
190,190,sadegh torabi,sadegh torabi assistant professor department information science technology school computing george mason university previously postdoctoral research fellow center secure information systems csis george mason university gmu sadegh received phd degree information systems engineering concordia university montreal canada received msc degree electrical computer engineering department university british columbia ubc vancouver bc canada 2016 research interests internet measurements network systems security usable security privacy operational cyber security including security internet things iot cyber physical systems cps,,,,,CEC Website,CEC Website sadegh torabi
191,191,sam salem,sam salem chair sid reva dewberry department civil environmental infrastructure engineering george mason university salem twenty 28 years professional academic experience construction engineering project management infrastructure asset management sustainable development registered professional engineer certified professional constructor leed accredited professional professional academic experience includes working syracuse university university cincinnati north dakota state university golder associates alberta ministry infrastructure salem authored co authored 120 peer reviewed articles technical reports mentored advised 70 graduate students generated research funding exceeded 10 million received several research teaching awards organizations institutions us abroad conducted research consulting work many national international public private organizations including several us canadian public agencies construction industry institute national institute occupational safety health city cincinnati syracuse metropolitan water board city riyadh greater cairo water wastewater district alberta ministry infrastructure salem research interests include accelerated construction infrastructure lean green construction project management public private partnerships smart infrastructure sustainable development life cycle analysis infrastructure asset management serves several boards committees many national international organizations including us green building council transportation research board american society civil engineers us university transportation centers construction research council construction industry institute syracuse metropolitan water board international society maintenance rehabilitation transport infrastructures ismarti also serves editorial boards asce journal infrastructure systems asce journal management engineering lean construction journal,,,,,CEC Website,CEC Website sam salem
192,192,samuel gordon,dov gordon taught george mason university since 2015 prior joining george mason university recipient computing innovations postdoctoral fellowship spent three years working private research lab research cryptography discovers new ways compute encrypted data user privacy maintained throughout lifetime data work spans theoretical foundations cryptography well practical aspects applying research real problems,,,,,CEC Website,CEC Website samuel gordon
193,193,sanjeev setia,sanjeev setia professor computer science interim divisional dean school computing george mason university research interests computer systems networks general mobile computing wireless sensor networks particular,,,,,CEC Website,CEC Website sanjeev setia
194,194,sanmay das,sanmay das broad interests across artificial intelligence machine learning computational social science works designing effective algorithms agents complex uncertain environments understanding social collective outcomes individual behavior recent work focuses algorithmic allocation scarce societal resources eye towards distributive justice implications different policies mechanisms das chair acm special interest group artificial intelligence member board directors international foundation autonomous agents multiagent systems serves associate editor acm transactions economics computation journal artificial intelligence research served program co chair aamas amma conferences area chair aaai ijcai addition regularly serving senior program committee member major conferences including ijcai aaai ec aamas recognized awards research teaching including national science foundation career award department chair award outstanding teaching washington university worked us treasury department machine learning approaches credit risk analysis occasionally consults areas technology finance das favorite aspects academic life opportunities collaborate learn colleagues students incredibly diverse interests experiences joys mentoring students levels undergraduate postdoctoral,,,,,CEC Website,CEC Website sanmay das
195,195,sara gopalkrishna,sara gopalkrishna teaching professor computer science george mason university holds edd education policy george washington university focus cs implementation high schools also completes secondary math education columbia university teachers college ms cs portland state university coming mason dr gopalkrishna taught high school university cs also software engineer start journal editor national council teachers mathematics dr gopalkrishna passionate demystifying cs broadening pipeline cs professionals believes equity access excellent teaching levels important goals,,,,,CEC Website,CEC Website sara gopalkrishna
196,196,scott lewis,recently retired industry scott evon lewis spent career developer dba architect cybersecurity chief engineer worked commercial government owned company 14 years partnering mason chief engineer cybersecurity research development accepted challenge teaching adjunct 2018 coming full time 2021 holds certifications oracle pmp itil cissp core goal best prepare students industry hands skills knowledge software cybersecurity critical thinking skills,,,,,CEC Website,CEC Website scott lewis
197,197,shahnaz kamberi,shahnaz kamberi educational games ed tech designer developer serious games published researcher taught computer science computer game programming courses twelve years multiple levels onsite online kamberi stem research outreach professional responsible focusing engaging student classroom new innovative teaching methods developed educational video game teach java programming adolescent girls hopes increasing interest studying computer science volunteers time makes every effort increase number women minorities computer science industry research field serious games virtual worlds specifically designing developing games education training focuses gender inclusive gender neutral video game designs teaching philosophy longer teacher presenter content teacher designer learning spaces experiences strives remain flexible apply real world examples hands approaches learning keep students engaged professor avid stem education researcher promoter continues experiment learn different teaching methods methods work methods constant application different approaches challenges students help understand course material also apply learned,,,,,CEC Website,CEC Website shahnaz kamberi
198,198,shani ross,shani ross received bachelor science electrical engineering howard university washington dc 2004 master ph biomedical engineering bioelectrical concentration university michigan ann arbor mi 2006 2013 respectively current research involves studying bladder neurophysiology working closed loop neuroprosthesis bladder control general ross research interests areas neural engineering neuromodulation particular interested closed loop neuroprosthesis peripheral nerve stimulation restoration function deep brain stimulation,,,,,CEC Website,CEC Website shani ross
199,199,sharmin sultana,sharmin sultana phd assistant professor department information sciences technology research interests include multimodal image processing artificial intelligence computer vision deep learning focusing medical imaging domain research sultana aims develop computational methods algorithms analyze process biomedical image data enables healthcare providers accurately detect diagnose treat diseases devised state art ai techniques image guided procedures treat cancer patients sultana earned phd computational modeling simulation engineering old dominion university 2017 postdoctoral research fellow radiation oncology johns hopkins university school medicine 2017 2020 sultana received ms bs computer science engineering university dhaka bangladesh,,,,,CEC Website,CEC Website sharmin sultana
200,200,sharon adamus,bringing best talent building best programs college engineering computing approximately 7 000 undergraduate students choice 11 majors areas engineering computer science information technology statistics sharon adamus leadership development school undergraduate programs draws extensive study experience forward thinking higher education programs served clare boothe luce professor computer science georgetown university joining faculty george mason university 2004 associate director undergraduate programs adamus appointed associate chair department applied information technology department established 2005 2007 became assistant dean academic affairs responsibility marketing recruitment undergraduate programs distance learning enrollment analysis k 12 outreach role also served director commonwealth graduate engineering program cgep distance learning consortium among virginia public universities engineering schools state chair cgep 2008 2011 adamus currently holds rank professor department information sciences technology member american conference academic deans american society engineering education association computing machinery including special interest groups information technology education computer science education,,,,,CEC Website,CEC Website sharon adamus
201,201,sherif hashem,dr hashem full time professor information sciences technology george mason university professional research interest includes cybersecurity cyber policies strategies management information security digital transformation artificial intelligence transfer learning ensemble learning dr hashem currently member board directors first forum incident response security teams member african union cybersecurity expert group aucseg senior ieee member isaca certified information security manager cism,,,,,CEC Website,CEC Website sherif hashem
202,202,shuochao yao,shuochao yao taught george manson university since 2020 research focuses building physical aware resource efficient reliable predictable artificial intelligence systems future intelligent internet things iot cyber physical systems cps received international conference cyber physical systems iccps 2017 best paper award sensys 2017 best paper award nomination interactive mobile wearable ubiquitous technologies imwut journal distinguished paper award,,,,,CEC Website,CEC Website shuochao yao
203,203,shvetha soundararajan,shvetha soundararajan research focuses assessing agile methods adopted organizations teams examining extent adopted agile methods meet needs organizations teams research interests include agile transformation software metrics software quality assessment prediction user experience research requirements engineering educational technology computer science education software architecture soundararajan passionate teaching strives inspire students learn appreciate computer science explore new ideas articulate thoughts taught introductory advanced level courses computer science software engineering,,,,,CEC Website,CEC Website shvetha soundararajan
204,204,siddhartha sikdar,siddhartha sikdar currently professor department bioengineering george mason university director center adaptive systems brain body interactions casbbi transdisciplinary center includes faculty expertise engineering neuroscience rehabilitation vision casbbi improve function quality life individuals living physical psychosocial disability research mechanisms modulation complex adaptive systems underlying human movement behavior sikdar research group within casbbi conducts translational research using imaging investigate brain body interactions number clinical conditions major public health significance chronic pain stroke spinal cord injury amputation group uses state art ultrasound laser instrumentation developing new ultrasound optical hybrid imaging techniques assistive technologies group currently investigating novel use wearable ultrasound sensors sensing muscle activity controlling external devices multi articulated prosthetic hands exoskeletons sikdar earned phd electrical engineering university washington seattle 2005 received postdoctoral fellowship american heart association recipient nsf career award volgenau school engineering rising star award mason emerging researcher scholar creator award nominated rising star faculty award state council higher education virginia current research funded national science foundation national institutes health department defense veteran administration,,,,,CEC Website,CEC Website siddhartha sikdar
205,205,socrates dimitriadis,socrates dimitriadis enjoys teaching programming courses likes put emphasis algorithmic thinking well pragmatic aspects software development coming george mason university spent ten years working full stack developer built web portal attracts 100 000 visitors per day interests include computational cognitive science human computer vision multifaceted process learning brain plasticity neural networks lifelong learning,,,,,CEC Website,CEC Website socrates dimitriadis
206,206,songjun luo ,songjun luo recently joined seor department support msdae program associate professor prior joining mason luo zs associates 26 years founded 1983 zs one world largest consulting firms currently 7 000 professionals specialized sales marketing issues using data driven analytical approaches joined zs infancy partner 20 years firm luo played several key leadership roles firm including project lead client lead practice lead office lead last 26 years zs luo worked 60 clients multiple industries pharmaceuticals medical devices insurance media high tech team routinely use statistical simulation optimization methods solving various sales marketing problems customer segmentation pricing forecasting marketing mix sales force sizing resource allocation performance evaluation incentive plan design sales quota setting luo enjoys sharing experience applying analytical approaches business problems students since 2006 teaching summer classes school economics management university chinese academy sciences last years also taught short courses top universities shanghai including fudan university shanghai jiaotong university,,,,,CEC Website,CEC Website songjun luo 
207,207,songqing chen,songqing chen taught george mason university since 2004 areas interest expertise internet content delivery systems internet measurements modeling system security distributed systems addition national science foundation career afosr young investigator awards received george mason university emerging researcher scholar creator award volgenau rising star faculty award department computer science outstanding research award three times,,,,,CEC Website,CEC Website songqing chen
209,209,syed abbas zaidi,instructor abbas zaidi pedagogical approach challenge students solve real world problems independent thinkers utilizing learned techniques relying solely solution recipes provided textbooks lectures thinks job teacher ends moment student becomes independent learner teacher finds journey rewarding many ways students thinks students taught process firmly believes learning fulfilling therefore joyful experience enjoying teaching last 25 years different capacities many universities world also academic administrative experience working dean faculty private university 2000 2003 left job quickly could abbas zaidi also contributes research excellence volgenau school engineering department systems engineering operations research remained associated system architectures laboratory department electrical computer engineering two decades tenure lab director research instrumental attracting several research projects funding grants renowned research organizations primary research areas include multi metal modeling discrete event systems semiconductor manufacturing formal methods validation verification application systems methodologies solving societal problems disadvantaged developing communities abbas zaidi vocal advocate use new instructional technologies e g online distance learning tools instructional videos virtual labs recorded lectures etc teaching distance learning dl courses decade also manages youtube channel https www youtube com user szaidigmail prepare post link videos topics science technology engineering mathematics september 2016 channel around 850 subscribers world 260 000 views since inception 2011,,,,,CEC Website,CEC Website syed abbas zaidi
210,210,tamara maddox,tamara maddox instructs students complex topics intellectual property computer ethics artificial intelligence computer law rapid emergence proliferation digital information including computer learning artificial intelligence comprehensive ethical legal training tomorrow professionals paramount addition sharing expansive legal knowledge students maddox also teaches courses computer programming engineering focus,,,,,CEC Website,CEC Website tamara maddox
211,211,thanhvu nguyen,thanhyu nguyen research interests include software engineering programming languages software testing verification analysis invariant generation automatic program repair highly configurable system analysis phd computer science university new mexico 2014,,,,,CEC Website,CEC Website thanhvu nguyen
212,212,thomas latoza,thomas latoza taught george mason university since 2015 works intersection software engineering human computer interaction investigating humans interact code designing new ways build software served co chair seventh workshop evaluation usability programming languages tools guest editor ieee software theme issue crowdsourcing software engineering co chair fourth international workshop crowdsourcing software engineering recipient 2019 nsf career award 2006 paper maintaining mental models recognized google scholar classic paper,,,,,CEC Website,CEC Website thomas latoza
213,213,tianshu feng,tianshu feng work data driven centers systematic approach processing visualizing analyzing modeling examining data complex features involves developing applying novel flexible reliable models via interdisciplinary collaborations various areas transportation bioinformatics healthcare finance research interests include machine learning statistical modeling explainable ai model fairness robustness data exploration active learning prior joining mason tianshu quantitative analytics specialist wells fargo received phd degree industrial engineering university washington bachelor degree statistics university science technology china,,,,,CEC Website,CEC Website tianshu feng
214,214,tokunbo fadahunsi,tokunbo fadahunsi teaching philosophy learner focused uses active learning pedagogies instructor encourages critical thinking integrating relatable examples drawn students diverse backgrounds majors classroom assignments educator research interests within statistical sciences fadahunsi focuses encouraging critical thinking skills students aiding retention statistical concepts also endeavors develop within students desire learn draw communicate information data statistics interesting ever changing therefore techniques uses present material equally dynamic enjoyable fadahunsi uses combination traditional lecture techniques active learning educational methods online education technology classroom students challenged actively engage every step learning process fadahunsi wide range international work experience banking finance business marketing research academia research focuses application mathematical statistical models evaluation various financial markets economic parameters parameters studied include volatility measure degree nervousness instability prices ruin probability measure time evolution reserve insurance company value risk also conducts research statistics education biomedical applications,,,,,CEC Website,CEC Website tokunbo fadahunsi
215,215,tolga soyata,tolga soyata received bs electrical communications engineering istanbul technical university 1988 ms electrical computer engineering johns hopkins university 1992 phd electrical computer engineering university rochester 2000 assistant research professor university rochester ece department 2008 2016 associate professor suny albany ece 2016 2019 senior lecturer johns hopkins university ece department 2020 joining mason associate professor 2021 teaching interests include computer architecture cmos vlsi asic design fpga based system design gpu architecture programming authored two books well two dozen journals 30 conference papers primarily acm ieee research interests include cyber physical systems digital health fpga gpu based high performance computing senior member ieee acm,,,,,CEC Website,CEC Website tolga soyata
216,216,vadim sokolov,vadim sokolov works building robust solutions large scale complex systems analysis interface simulation based modeling statistics involves developing new methodologies rely agent based modeling bayesian analysis time series data design computational experiments development open source software implements methodologies inspired interest urban systems co developed mobility simulator called polaris currently used large scale transportation networks analysis local federal governments prior joining mason principal computational scientist argonne national laboratory fellow computation institute university chicago lecturer university chicago sokolov publications include mathematics engineering journals annals applied statistics transportation research part c linear algebra applications well mechanical systems signal processing,,,,,CEC Website,CEC Website vadim sokolov
217,217,vasiliki ikonomidou,many neurological diseases marked process white matter neurodegeneration breakdown specific brain tissue involved higher order cognitive function global rise dementia alzheimer disease urgent focus better medical diagnostic systems also offer epilepsy multiple sclerosis patients hope since august 2009 vasiliki ikonomidou research conducted mason krasnow institute advanced studies focused improving mri technologies detect unique difficult measure symptom iknomidou assistant professor electrical computer engineering researches development multispectral fusion image processing techniques mri prior joining faculty mason part intramural program national institutes health national institute neurological disorders stroke visiting fellow laboratory functional molecular imaging advanced mri section working und dr jeff guyn development high contrast anatomical mri techniques ikonomidou shares expansive knowledge medical image processing biomedical systems signals variety advanced undergraduate courses electrical computer engineering,,,,,CEC Website,CEC Website vasiliki ikonomidou
218,218,vijay shah,vijay k shah assistant professor cybersecurity engineering department george mason university starting july 2021 joining mason research assistant professor bradley department electrical computer engineering virginia tech affiliated wireless virginia tech lab since 2019 research interests include resilient 5g next g wireless systems secure open radio access networks ran trustworthy machine learning wireless testbed development prototyping pi co pi dozen federal state industry sponsored research projects including nsf dod arl cci labs co pi nsf community research infrastructure project open artificial intelligence cellular oaic prototyping artificial intelligence enabled control testing systems cellular communications research develops extended ran framework ai controllers ai testing framework experimental 6g radio access networks ran research served co chair acm workshop ai blockchain smart cities 6g co located acm mobicom 2021 tpc member several acm ieee conferences research interests5g next g wireless communications networking security 5g next g wireless systems trustworthy ai ml wireless open radio access network ran architecture dynamic spectrum sharing 5g next g wireless testbed development,,,,,CEC Website,CEC Website vijay shah
219,219,vivian genaro motti,vivian genaro motti assistant professor department information sciences technology george mason university leads human centric design lab hcd lab research focuses human computer interaction ubiquitous computing wearable health usable privacy principal investigator nidilrr funded project assistive smartwatches young adults inclusive postsecondary education research funded nsf teachaccess cci 4 va ursp among others joining gmu dr motti postdoctoral research fellow human centered computing division school computing clemson university postdoc contributed nsf funded amulet project investigating human factors usability privacy wearable devices healthcare dr motti received phd université catholique de louvain belgium phd research assistant eu funded fp7 serenoa project phd thesis concerns multi dimensional framework user interfaces adapted context use earned bsc master degree university são paulo master thesis investigated usability issues ubiquitous environment learning research funded cnpq conducted icmc university são paulo são carlos sp holds bachelor degree biomedical informatics university são paulo,,,,,CEC Website,CEC Website vivian genaro motti
220,220,viviana maggioni,viviana maggioni research interests lie intersection hydrometeorology remote sensing research activities span local scale developing advanced environmental monitoring systems mason campus global scale combining water resources engineering hydrometeorology remote sensing evaluate conditions remote regions ground truthing impossible environmental health consequences devastating maggioni also visiting assistant research scientist earth system science interdisciplinary center university maryland affiliated research professor international water resources research institute chungnam university republic korea since 2016 serving associate editor journal hydrometeorology american meteorological society since 2014 chair ipwg international precipitation working group validation group since 2015 mason representative cuahsi consortium universities advancement hydrologic science,,,,,CEC Website,CEC Website viviana maggioni
221,221,wanli qiao,geometric features embedded point clouds interesting researchers many scientific fields geoscience astronomy neuroscience qiao research interests include statistical inference probability theory computational algorithms related geometric objects collaborative applied work currently focuses studying geometric topological structures protein energy landscapes research supported national science foundation research interests nonparametric statistics machine learning extreme value theory,,,,,CEC Website,CEC Website wanli qiao
222,222,wassim masri,wes masri teaching interests focused software related subjects namely introductory intermediate programming data structures algorithms programming languages software testing software engineering prior obtaining phd spent fifteen years us software industry software engineer domains medical imaging middleware telecom genomics semiconductor finance degrees phd dynamic information flow analysis case western reserve university 2005,,,,,CEC Website,CEC Website wassim masri
223,223,weiwen jiang,weiwen jiang joined mason 2021 prior post doctoral research associate university notre dame received phd chongqing university 2019 2017 2019 conducted research university pittsburgh co advised professor phd thesis works hardware software co design particular co design neural networks different hardware accelerators including mobile devices fpga asic recent work brings co design philosophy quantum computing demonstrates quantum advantage achieved neural network first time jiang research works published prestigious journals conferences including nature electronics nature communications ieee acm transactions dac iccad esweek receipt best paper award iccd 17 best paper nominations dac 19 codes isss 19 asp dac 16 asp dac 20 addition works closely academic societies notre dame upitt northeastern rice uconn also industries ibm xilinx facebook edgecortix,,,,,CEC Website,CEC Website weiwen jiang
224,224,william rosenberger,professor william f rosenberger university professor department statistics george mason university rosenberger served department chair 2006 2019 received phd mathematical statistics george washington university 1992 since spent much career developing statistical methodology randomized clinical trials two books subject randomization clinical trials theory practice wiley 2002 association american publishers award best mathematics statistics book published year recently issued second edition wiley 2016 theory response adaptive randomization clinical trials wiley 2006 fellow american statistical association 2005 institute mathematical statistics 2011 author 85 refereed papers prof rosenberger named 2012 outstanding research faculty volgenau school engineering george mason university 2014 received prestigious fulbright scholarship support sabbatical rwth aachen university germany year promoted rank university professor reserved eminent individuals faculty great national international reputation,,,,,CEC Website,CEC Website william rosenberger
225,225,wing lam,wing lam research interests include software testing analysis software evolution software dependability ai software engineering degrees phd computer science university illinois urbana champaign 2021,,,,,CEC Website,CEC Website wing lam
226,226,xiang chen,xiang chen received ph degree major computer engineering 2016 university pittsburgh guidance dr yiran chen dr chen joined george mason university founded intelligence fusion lab research works focus high performance computing artificial intelligence large scale systems various mobile edge applications also received nsf career award best paper award date several competition awards close collaboration industrial labs vast universities currently leading multiple research projects funded nsf afrl etc,,,,,CEC Website,CEC Website xiang chen
227,227,xiaokuan zhang,xiaokuan zhang research interest include computer system security privacy,,,,,CEC Website,CEC Website xiaokuan zhang
228,228,xiaonan guo,xiaonan guo research focuses security privacy cyber physical systems security mobile devices iot mobile sensing mobile healthcare machine learning large data analysis mobile computing degrees phd computer science hong kong university science technology,,,,,CEC Website,CEC Website xiaonan guo
229,229,xinyuan wang,xinyuan frank wang research interests around computer network system security including malware analysis defense attack attribution privacy anonymity voip security steganography digital forensics contributes instructional research excellence volgenau school engineering computer science department,,,,,CEC Website,CEC Website xinyuan wang
230,230,xuan wang,xuan wang assistant professor department electrical computer engineering george mason university received phd degree autonomy control school aeronautics astronautics purdue university 2020 graduation worked post doctoral researcher university california san diego dr wang search interests lie primarily autonomy control large scale network systems order improve reliability efficiency security scalability current project topics include multi agent control optimization resilient multi agent coordination system identification data driven control neuron network systems topics extensive applications mobile sensor networks smart cities autonomous robot swarms internet things one papers received icps 2021 best paper award,,,,,CEC Website,CEC Website xuan wang
231,231,xuesu xiao,xuesu xiao works robotics focus intersection motion planning machine learning specific focus robustly deployable field robotics,,,,,CEC Website,CEC Website xuesu xiao
232,232,yariv ephraim,yariv ephraim received b sc cum laude sc sc degrees electrical engineering 1977 1979 1984 respectively technion israel institute technology haifa israel 1979 1981 researcher rafael israel 1984 1985 rothschild post doctoral fellow information systems laboratory stanford university palo alto ca 1985 1993 member technical staff information principles research laboratory bell labs murray hill nj 1991 joined george mason university fairfax va currently professor electrical computer engineering co recipient 1999 2000 eurasip best paper award co recipient 2020 ieee signal processing society sustained impact paper award co recipient ieee icc 2021 best paper award elected fellow ieee 1994 2006 2009 associate editor ieee transactions audio speech language processing currently serves editorial board foundations trends signal processing yariv ephraim primary research interests statistical signal processing recent research work focused signal parameter estimation partially observable bivariate markov processes discrete continuous time earlier research focused development parametric non parametric minimum mean squared error speech enhancement systems,,,,,CEC Website,CEC Website yariv ephraim
